ID,store_ID,posSystem_ID,article_ID,detectedOn,pattern,severity,criticality,state,anomalyScore,cancellationRate,baselineRate,valueAtRisk,currency_code,evidence,recommendedAction
SA-000497,HAM01,PF-HAM01,AR00402,2026-06-16,STOCK_VARIANCE,LOW,3,OPEN,27.53,0.2667,0.2167,9.6,EUR,"Counted stock runs 9.2% below book stock across 21 daily counts. Cancellation rate 26.7% against a network baseline of 21.7% for this article (4 events, 8 units).",Schedule a cycle count and check the shelf for concealed removals.
SA-000498,WDF01,PF02,AR00400,2026-01-30,STOCK_VARIANCE,LOW,3,OPEN,27.49,0.1364,0.2741,3.6,EUR,Counted stock runs 11.8% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000499,WDF01,PF02,AR00158,2026-02-03,STOCK_VARIANCE,LOW,3,OPEN,27.24,0.1667,0.3125,11.4,EUR,Counted stock runs 8.6% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000500,WDF02,PF-WDF02,AR00066,2026-06-26,RFID_MISREAD,LOW,3,OPEN,27.22,1,0.7581,22.5,EUR,"Cancellation rate 100.0% against a network baseline of 75.8% for this article (4 events, 9 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000501,STR01,PF-STR01,AR00066,2026-06-03,RFID_MISREAD,LOW,3,OPEN,27.22,1,0.7581,22.5,EUR,"Cancellation rate 100.0% against a network baseline of 75.8% for this article (3 events, 9 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000502,WDF02,PF-WDF02,AR00098,2026-05-04,RFID_MISREAD,LOW,3,OPEN,27.1,1,0.814,40.25,EUR,"Cancellation rate 100.0% against a network baseline of 81.4% for this article (4 events, 7 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000503,WDF02,PF-WDF02,AR00301,2026-04-17,RFID_MISREAD,LOW,3,OPEN,27.09,1,0.7907,31.6,EUR,"Cancellation rate 100.0% against a network baseline of 79.1% for this article (3 events, 8 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000504,HAM01,SM-HAM01,AR00188,2026-05-31,STOCK_VARIANCE,LOW,3,OPEN,27.08,0.0863,0.1357,21.6,EUR,Counted stock runs 6.6% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000505,MUC01,SM-MUC01,AR00229,2026-06-04,BASKET_ABANDONED,LOW,3,OPEN,27.01,0.8889,0.8387,120,EUR,"Cancellation rate 88.9% against a network baseline of 83.9% for this article (4 events, 8 units).",Review basket abandonment at this terminal with the shift lead.
SA-000506,MUC01,PF-MUC01,AR00345,2026-06-30,RFID_MISREAD,LOW,3,OPEN,26.99,1,0.75,19.5,EUR,"Cancellation rate 100.0% against a network baseline of 75.0% for this article (3 events, 5 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000507,WDF01,MOB1,AR00163,2026-02-14,STOCK_VARIANCE,LOW,3,OPEN,26.95,0.1765,0.2222,11.4,EUR,Counted stock runs 8.4% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000508,MUC01,PF-MUC01,AR00013,2026-06-12,RFID_MISREAD,LOW,3,OPEN,26.9,0.2778,0.1927,9,EUR,"Cancellation rate 27.8% against a network baseline of 19.3% for this article (3 events, 5 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000509,WDF01,MOB1,AR00160,2026-05-15,STOCK_VARIANCE,LOW,3,OPEN,26.89,0.2,0.2093,19,EUR,Counted stock runs 6.8% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000510,HAM01,SM-HAM01,AR90015,2026-04-29,STOCK_VARIANCE,LOW,3,OPEN,26.87,0.0297,0.1486,5.1,EUR,Counted stock runs 10.6% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000511,HAM01,PF-HAM01,AR00135,2026-05-23,STOCK_VARIANCE,LOW,3,OPEN,26.84,0.2941,0.4643,17.5,EUR,Counted stock runs 7.1% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000512,MUC01,PF-MUC01,AR00383,2026-06-12,RFID_MISREAD,LOW,3,OPEN,26.82,0.8,0.6222,26,EUR,"Cancellation rate 80.0% against a network baseline of 62.2% for this article (4 events, 8 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000513,WDF02,PF-WDF02,AR00050,2026-05-20,RFID_MISREAD,LOW,3,OPEN,26.78,1,0.8929,77.4,EUR,"Cancellation rate 100.0% against a network baseline of 89.3% for this article (3 events, 6 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000514,BLN01,SM-BLN01,AR00002,2026-06-14,STOCK_VARIANCE,LOW,3,OPEN,26.74,0.28,0.4,3.5,EUR,Counted stock runs 11.5% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000515,HAM01,PF-HAM01,AR00188,2026-06-20,STOCK_VARIANCE,LOW,3,OPEN,26.65,0.0797,0.1357,19.8,EUR,Counted stock runs 6.6% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000516,STR01,PF-STR01,AR00306,2026-07-01,RFID_MISREAD,LOW,3,OPEN,26.6,1,0.7727,23.5,EUR,"Cancellation rate 100.0% against a network baseline of 77.3% for this article (4 events, 5 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000517,HAM01,PF-HAM01,AR00243,2026-04-24,STOCK_VARIANCE,LOW,3,OPEN,26.6,0.0394,0.0909,12.5,EUR,Counted stock runs 7.9% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000518,WDF02,PF-WDF02,AR00346,2026-06-05,RFID_MISREAD,LOW,3,OPEN,26.59,1,0.8485,50.7,EUR,"Cancellation rate 100.0% against a network baseline of 84.8% for this article (6 events, 13 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000519,MUC01,PF-MUC01,AR00153,2026-05-31,RFID_MISREAD,LOW,3,OPEN,26.58,1,0.8,31.5,EUR,"Cancellation rate 100.0% against a network baseline of 80.0% for this article (4 events, 9 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000520,STR01,PF-STR01,AR00095,2026-06-22,STOCK_VARIANCE,LOW,3,OPEN,26.45,0.4667,0.375,18.2,EUR,"Counted stock runs 6.7% below book stock across 21 daily counts. Cancellation rate 46.7% against a network baseline of 37.5% for this article (3 events, 7 units).",Schedule a cycle count and check the shelf for concealed removals.
SA-000521,MUC01,SM-MUC01,AR00096,2026-06-18,BASKET_ABANDONED,LOW,3,OPEN,26.43,0.8182,0.6667,35.55,EUR,"Cancellation rate 81.8% against a network baseline of 66.7% for this article (4 events, 9 units).",Review basket abandonment at this terminal with the shift lead.
SA-000522,WDF02,PF-WDF02,AR00076,2026-05-28,RFID_MISREAD,LOW,3,OPEN,26.41,1,0.8824,66,EUR,"Cancellation rate 100.0% against a network baseline of 88.2% for this article (4 events, 12 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000523,MUC01,PF-MUC01,AR00094,2026-05-31,STOCK_VARIANCE,LOW,3,OPEN,26.4,0.3889,0.8389,2.1,EUR,Counted stock runs 12.4% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000524,HAM01,PF-HAM01,AR00386,2026-07-02,RFID_MISREAD,LOW,3,OPEN,26.39,0.6364,0.4667,14,EUR,"Cancellation rate 63.6% against a network baseline of 46.7% for this article (5 events, 7 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000525,HAM01,PF-HAM01,AR00049,2026-05-06,RFID_MISREAD,LOW,3,OPEN,26.38,0.8889,0.7931,71.2,EUR,"Cancellation rate 88.9% against a network baseline of 79.3% for this article (4 events, 8 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000526,WDF02,SM-WDF02,AR00017,2026-02-16,BASKET_ABANDONED,LOW,3,OPEN,26.29,1,0.7778,23.4,EUR,"Cancellation rate 100.0% against a network baseline of 77.8% for this article (3 events, 6 units).",Review basket abandonment at this terminal with the shift lead.
SA-000527,WDF02,PF-WDF02,AR00131,2026-04-06,RFID_MISREAD,LOW,3,OPEN,26.23,1,0.7941,27.6,EUR,"Cancellation rate 100.0% against a network baseline of 79.4% for this article (3 events, 4 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000528,HAM01,SM-HAM01,AR00002,2026-06-05,STOCK_VARIANCE,LOW,3,OPEN,26.15,0.1364,0.4,1.5,EUR,Counted stock runs 13.0% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000529,WDF02,PF-WDF02,AR00104,2026-05-05,RFID_MISREAD,LOW,3,OPEN,26.01,1,0.697,7.8,EUR,"Cancellation rate 100.0% against a network baseline of 69.7% for this article (3 events, 3 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000530,HAM01,PF-HAM01,AR00001,2026-04-12,STOCK_VARIANCE,LOW,3,OPEN,25.97,0.0889,0.1783,4,EUR,Counted stock runs 10.7% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000531,HAM01,PF-HAM01,AR00242,2026-06-25,STOCK_VARIANCE,LOW,3,OPEN,25.97,0.0333,0.1342,7.5,EUR,Counted stock runs 9.0% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000532,STR01,PF-STR01,AR00386,2026-04-01,RFID_MISREAD,LOW,3,OPEN,25.92,0.6667,0.4667,8,EUR,"Cancellation rate 66.7% against a network baseline of 46.7% for this article (3 events, 4 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000533,WDF01,PF02,AR00188,2026-03-03,STOCK_VARIANCE,LOW,3,OPEN,25.86,0.1158,0.1357,19.8,EUR,Counted stock runs 6.1% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000534,WDF01,MOB1,AR00095,2026-01-07,STOCK_VARIANCE,LOW,3,OPEN,25.81,0.2,0.375,7.8,EUR,Counted stock runs 8.8% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000535,MUC01,PF-MUC01,AR00105,2026-05-24,RFID_MISREAD,LOW,3,OPEN,25.64,1,0.8519,43.45,EUR,"Cancellation rate 100.0% against a network baseline of 85.2% for this article (4 events, 11 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000536,MUC01,SM-MUC01,AR00109,2026-06-15,BASKET_ABANDONED,LOW,3,OPEN,25.62,0.5556,0.4,10,EUR,"Cancellation rate 55.6% against a network baseline of 40.0% for this article (3 events, 5 units).",Review basket abandonment at this terminal with the shift lead.
SA-000537,STR01,PF-STR01,AR00147,2026-06-17,RFID_MISREAD,LOW,3,OPEN,25.56,1,0.878,53.9,EUR,"Cancellation rate 100.0% against a network baseline of 87.8% for this article (4 events, 11 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000538,STR01,PF-STR01,AR00098,2026-06-03,RFID_MISREAD,LOW,3,OPEN,25.4,1,0.814,28.75,EUR,"Cancellation rate 100.0% against a network baseline of 81.4% for this article (3 events, 5 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000539,STR01,PF-STR01,AR00035,2026-05-27,RFID_MISREAD,LOW,3,OPEN,25.32,0.8889,0.6944,20,EUR,"Cancellation rate 88.9% against a network baseline of 69.4% for this article (3 events, 8 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000540,STR01,PF-STR01,AR00228,2026-07-03,RFID_MISREAD,LOW,3,OPEN,25.21,0.9091,0.8333,69,EUR,"Cancellation rate 90.9% against a network baseline of 83.3% for this article (4 events, 10 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000541,WDF01,PF02,AR00088,2026-07-03,RFID_MISREAD,LOW,3,OPEN,25.16,0.9062,0.8228,63.78,EUR,"Cancellation rate 90.6% against a network baseline of 82.3% for this article (20 events, 28.997999999999998 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000542,MUC01,PF-MUC01,AR00442,2026-04-23,RFID_MISREAD,LOW,3,OPEN,25.05,1,0.7857,19.92,EUR,"Cancellation rate 100.0% against a network baseline of 78.6% for this article (5 events, 8 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000543,WDF02,PF-WDF02,AR00033,2026-06-11,RFID_MISREAD,LOW,3,OPEN,24.97,1,0.7907,20.7,EUR,"Cancellation rate 100.0% against a network baseline of 79.1% for this article (3 events, 6 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000544,WDF02,PF-WDF02,AR00119,2026-04-16,RFID_MISREAD,LOW,3,OPEN,24.93,1,0.8438,35,EUR,"Cancellation rate 100.0% against a network baseline of 84.4% for this article (5 events, 10 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000545,STR01,PF-STR01,AR00158,2026-05-05,STOCK_VARIANCE,LOW,3,OPEN,24.91,0.2857,0.3125,15.2,EUR,Counted stock runs 6.3% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000546,WDF01,SM01,AR90034,2026-05-08,STOCK_VARIANCE,LOW,3,OPEN,24.88,0.033,0.1343,5.1,EUR,Counted stock runs 9.4% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000547,STR01,PF-STR01,AR00188,2026-06-17,STOCK_VARIANCE,LOW,3,OPEN,24.88,0.175,0.1357,12.6,EUR,"Counted stock runs 6.8% below book stock across 21 daily counts. Cancellation rate 17.5% against a network baseline of 13.6% for this article (3 events, 7 units).",Schedule a cycle count and check the shelf for concealed removals.
SA-000548,STR01,PF-STR01,AR00022,2026-02-25,RFID_MISREAD,LOW,3,OPEN,24.85,0.75,0.6034,23.4,EUR,"Cancellation rate 75.0% against a network baseline of 60.3% for this article (3 events, 6 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000549,WDF01,MOB1,AR90013,2026-01-31,STOCK_VARIANCE,LOW,3,OPEN,24.81,0.013,0.2148,5.1,EUR,Counted stock runs 9.3% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000550,STR01,PF-STR01,AR00281,2026-04-21,RFID_MISREAD,LOW,3,OPEN,24.76,0.7778,0.625,22.75,EUR,"Cancellation rate 77.8% against a network baseline of 62.5% for this article (3 events, 7 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000551,WDF02,PF-WDF02,AR00303,2026-06-05,RFID_MISREAD,LOW,3,OPEN,24.55,1,0.8947,50.85,EUR,"Cancellation rate 100.0% against a network baseline of 89.5% for this article (5 events, 9 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000552,MUC01,SM-MUC01,AR00153,2026-05-08,BASKET_ABANDONED,LOW,3,OPEN,24.55,1,0.8,21,EUR,"Cancellation rate 100.0% against a network baseline of 80.0% for this article (3 events, 6 units).",Review basket abandonment at this terminal with the shift lead.
SA-000553,HAM01,PF-HAM01,AR90023,2026-06-28,RFID_MISREAD,LOW,3,OPEN,24.55,0.6429,0.4925,14.4,EUR,"Cancellation rate 64.3% against a network baseline of 49.3% for this article (3 events, 9 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000554,STR01,PF-STR01,AR00349,2026-06-26,RFID_MISREAD,LOW,3,OPEN,24.52,0.8889,0.8,52.8,EUR,"Cancellation rate 88.9% against a network baseline of 80.0% for this article (3 events, 8 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000555,HAM01,PF-HAM01,AR00349,2026-03-29,RFID_MISREAD,LOW,3,OPEN,24.52,0.8889,0.8,52.8,EUR,"Cancellation rate 88.9% against a network baseline of 80.0% for this article (3 events, 8 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000556,WDF02,SM-WDF02,AR00126,2026-06-03,BASKET_ABANDONED,LOW,3,OPEN,24.51,0.9,0.7037,17.1,EUR,"Cancellation rate 90.0% against a network baseline of 70.4% for this article (3 events, 9 units).",Review basket abandonment at this terminal with the shift lead.
SA-000557,MUC01,PF-MUC01,AR00387,2026-05-26,RFID_MISREAD,LOW,3,OPEN,24.32,0.6923,0.5741,27,EUR,"Cancellation rate 69.2% against a network baseline of 57.4% for this article (4 events, 9 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000558,WDF02,PF-WDF02,AR00020,2026-05-07,RFID_MISREAD,LOW,3,OPEN,24.28,0.875,0.7273,27.3,EUR,"Cancellation rate 87.5% against a network baseline of 72.7% for this article (4 events, 7 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000559,WDF01,PF02,AR00071,2026-05-31,STOCK_VARIANCE,LOW,3,OPEN,24.22,0.16,0.2199,11.6,EUR,Counted stock runs 6.7% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000560,HAM01,PF-HAM01,AR00178,2026-05-29,RFID_MISREAD,LOW,3,OPEN,24.22,0.5263,0.4051,14,EUR,"Cancellation rate 52.6% against a network baseline of 40.5% for this article (5 events, 10 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000561,HAM01,PF-HAM01,AR00110,2026-06-29,RFID_MISREAD,LOW,3,OPEN,24.17,0.75,0.6364,31.5,EUR,"Cancellation rate 75.0% against a network baseline of 63.6% for this article (5 events, 9 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000562,WDF02,PF-WDF02,AR00105,2026-06-18,RFID_MISREAD,LOW,3,OPEN,24.03,1,0.8519,31.6,EUR,"Cancellation rate 100.0% against a network baseline of 85.2% for this article (3 events, 8 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000563,HAM01,PF-HAM01,AR00069,2026-05-23,RFID_MISREAD,LOW,3,OPEN,23.94,0.8,0.6786,30,EUR,"Cancellation rate 80.0% against a network baseline of 67.9% for this article (6 events, 12 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000564,WDF02,PF-WDF02,AR00133,2026-06-05,RFID_MISREAD,LOW,3,OPEN,23.91,1,0.8276,24.5,EUR,"Cancellation rate 100.0% against a network baseline of 82.8% for this article (3 events, 7 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000565,HAM01,PF-HAM01,AR00356,2026-06-27,RFID_MISREAD,LOW,3,OPEN,23.9,1,0.907,49.5,EUR,"Cancellation rate 100.0% against a network baseline of 90.7% for this article (4 events, 9 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000566,STR01,SM-STR01,AR00270,2026-06-08,BASKET_ABANDONED,LOW,3,OPEN,23.75,1,0.8222,22.5,EUR,"Cancellation rate 100.0% against a network baseline of 82.2% for this article (3 events, 9 units).",Review basket abandonment at this terminal with the shift lead.
SA-000567,MUC01,PF-MUC01,AR00303,2026-05-27,RFID_MISREAD,LOW,3,OPEN,23.74,0.9286,0.8947,73.45,EUR,"Cancellation rate 92.9% against a network baseline of 89.5% for this article (5 events, 13 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000568,HAM01,PF-HAM01,AR00132,2026-06-08,RFID_MISREAD,LOW,3,OPEN,23.69,1,0.9697,75.9,EUR,"Cancellation rate 100.0% against a network baseline of 97.0% for this article (6 events, 11 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000569,HAM01,PF-HAM01,AR00140,2026-05-21,RFID_MISREAD,LOW,3,OPEN,23.68,0.9091,0.7727,29,EUR,"Cancellation rate 90.9% against a network baseline of 77.3% for this article (4 events, 10 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000570,MUC01,SM-MUC01,AR00322,2026-04-09,STOCK_VARIANCE,LOW,3,OPEN,23.44,0.2,0.2817,3.6,EUR,Counted stock runs 9.4% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000571,WDF02,SM-WDF02,AR00270,2026-05-27,BASKET_ABANDONED,LOW,3,OPEN,23.16,1,0.8222,20,EUR,"Cancellation rate 100.0% against a network baseline of 82.2% for this article (3 events, 8 units).",Review basket abandonment at this terminal with the shift lead.
SA-000572,WDF02,SM-WDF02,AR00096,2026-06-23,BASKET_ABANDONED,LOW,3,OPEN,23.11,0.7778,0.6667,27.65,EUR,"Cancellation rate 77.8% against a network baseline of 66.7% for this article (3 events, 7 units).",Review basket abandonment at this terminal with the shift lead.
SA-000573,WDF01,PF02,AR00008,2026-06-10,RFID_MISREAD,LOW,3,OPEN,23.05,0.7778,0.6957,37.8,EUR,"Cancellation rate 77.8% against a network baseline of 69.6% for this article (21 events, 21 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000574,MUC01,PF-MUC01,AR00204,2026-05-11,STOCK_VARIANCE,LOW,3,OPEN,22.89,0.3571,0.3925,9,EUR,Counted stock runs 6.6% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000575,MUC01,PF-MUC01,AR00441,2026-06-24,RFID_MISREAD,LOW,3,OPEN,22.87,0.6364,0.5254,19.53,EUR,"Cancellation rate 63.6% against a network baseline of 52.5% for this article (3 events, 7 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000576,HAM01,PF-HAM01,AR90050,2026-06-12,RFID_MISREAD,LOW,3,OPEN,22.69,0.5,0.4,14.4,EUR,"Cancellation rate 50.0% against a network baseline of 40.0% for this article (5 events, 9 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000577,WDF02,PF-WDF02,AR00132,2026-06-01,RFID_MISREAD,LOW,3,OPEN,22.66,1,0.9697,62.1,EUR,"Cancellation rate 100.0% against a network baseline of 97.0% for this article (4 events, 9 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000578,STR01,PF-STR01,AR00063,2026-06-12,RFID_MISREAD,LOW,3,OPEN,22.63,0.875,0.7391,22.4,EUR,"Cancellation rate 87.5% against a network baseline of 73.9% for this article (3 events, 7 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000579,STR01,PF-STR01,AR00384,2026-06-23,RFID_MISREAD,LOW,3,OPEN,22.56,1,0.8846,31.6,EUR,"Cancellation rate 100.0% against a network baseline of 88.5% for this article (3 events, 8 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000580,MUC01,PF-MUC01,AR00438,2026-06-29,RFID_MISREAD,LOW,3,OPEN,22.56,0.8462,0.7292,25.85,EUR,"Cancellation rate 84.6% against a network baseline of 72.9% for this article (5 events, 11 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000581,WDF02,SM-WDF02,AR00359,2026-07-01,BASKET_ABANDONED,LOW,3,OPEN,22.55,1,0.9355,47.4,EUR,"Cancellation rate 100.0% against a network baseline of 93.5% for this article (3 events, 6 units).",Review basket abandonment at this terminal with the shift lead.
SA-000582,WDF02,PF-WDF02,AR00153,2026-04-07,RFID_MISREAD,LOW,3,OPEN,22.55,1,0.8,14,EUR,"Cancellation rate 100.0% against a network baseline of 80.0% for this article (3 events, 4 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000583,STR01,PF-STR01,AR00156,2026-05-28,RFID_MISREAD,LOW,3,OPEN,22.53,1,0.8529,23.7,EUR,"Cancellation rate 100.0% against a network baseline of 85.3% for this article (3 events, 6 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000584,MUC01,PF-MUC01,AR00314,2026-05-28,RFID_MISREAD,LOW,3,OPEN,22.52,0.8333,0.6585,12.5,EUR,"Cancellation rate 83.3% against a network baseline of 65.9% for this article (3 events, 5 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000585,MUC01,PF-MUC01,AR00317,2026-06-30,RFID_MISREAD,LOW,3,OPEN,22.5,0.7273,0.6078,20,EUR,"Cancellation rate 72.7% against a network baseline of 60.8% for this article (4 events, 8 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000586,HAM01,PF-HAM01,AR00373,2026-06-23,RFID_MISREAD,LOW,3,OPEN,22.5,1,0.9677,59.4,EUR,"Cancellation rate 100.0% against a network baseline of 96.8% for this article (5 events, 12 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000587,MUC01,PF-MUC01,AR00323,2026-05-18,RFID_MISREAD,LOW,3,OPEN,22.39,0.9,0.7931,29.7,EUR,"Cancellation rate 90.0% against a network baseline of 79.3% for this article (6 events, 9 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000588,HAM01,PF-HAM01,AR00375,2026-05-13,RFID_MISREAD,LOW,3,OPEN,22.35,0.7143,0.6154,24.75,EUR,"Cancellation rate 71.4% against a network baseline of 61.5% for this article (3 events, 5 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000589,WDF01,PF02,AR00194,2026-01-09,STOCK_VARIANCE,LOW,3,OPEN,22.27,0.16,0.2348,7.2,EUR,Counted stock runs 6.9% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000590,WDF02,PF-WDF02,AR00377,2026-06-18,RFID_MISREAD,LOW,3,OPEN,22.21,0.9286,0.8966,55.25,EUR,"Cancellation rate 92.9% against a network baseline of 89.7% for this article (5 events, 13 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000591,MUC01,PF-MUC01,AR00069,2026-04-26,RFID_MISREAD,LOW,3,OPEN,21.91,0.8,0.6786,20,EUR,"Cancellation rate 80.0% against a network baseline of 67.9% for this article (3 events, 8 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000592,WDF01,PF02,AR00438,2026-03-10,RFID_MISREAD,LOW,3,OPEN,21.85,0.8125,0.7292,30.56,EUR,"Cancellation rate 81.3% against a network baseline of 72.9% for this article (7 events, 13 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000593,WDF02,PF-WDF02,AR00356,2026-03-27,RFID_MISREAD,LOW,3,OPEN,21.84,1,0.907,33,EUR,"Cancellation rate 100.0% against a network baseline of 90.7% for this article (4 events, 6 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000594,STR01,PF-STR01,AR00356,2026-06-17,RFID_MISREAD,LOW,3,OPEN,21.84,1,0.907,33,EUR,"Cancellation rate 100.0% against a network baseline of 90.7% for this article (3 events, 6 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000595,STR01,SM-STR01,AR00389,2026-06-14,BASKET_ABANDONED,LOW,3,OPEN,21.64,0.8889,0.8438,44,EUR,"Cancellation rate 88.9% against a network baseline of 84.4% for this article (3 events, 8 units).",Review basket abandonment at this terminal with the shift lead.
SA-000596,BLN01,SM-BLN01,AR00346,2026-05-08,BASKET_ABANDONED,LOW,3,OPEN,21.64,0.9091,0.8485,39,EUR,"Cancellation rate 90.9% against a network baseline of 84.8% for this article (4 events, 10 units).",Review basket abandonment at this terminal with the shift lead.
SA-000597,BLN01,SM-BLN01,AR00359,2026-05-09,BASKET_ABANDONED,LOW,3,OPEN,21.62,1,0.9355,39.5,EUR,"Cancellation rate 100.0% against a network baseline of 93.5% for this article (3 events, 5 units).",Review basket abandonment at this terminal with the shift lead.
SA-000598,HAM01,PF-HAM01,AR00066,2026-07-01,RFID_MISREAD,LOW,3,OPEN,21.59,0.8235,0.7581,35,EUR,"Cancellation rate 82.4% against a network baseline of 75.8% for this article (6 events, 14 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000599,STR01,PF-STR01,AR00303,2026-05-12,RFID_MISREAD,LOW,3,OPEN,21.56,1,0.8947,28.25,EUR,"Cancellation rate 100.0% against a network baseline of 89.5% for this article (3 events, 5 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000600,WDF02,PF-WDF02,AR00089,2026-06-01,RFID_MISREAD,LOW,3,OPEN,21.48,0.8889,0.75,17.6,EUR,"Cancellation rate 88.9% against a network baseline of 75.0% for this article (4 events, 8 units).",Re-tag the facing and run an RFID read test at the gate antenna.
