ID,customer_ID,store_ID,article_ID,validFrom,validTo,propensity,offerDiscountPct,expectedRevenue,currency_code,channel,rationale,state
NBO-000829,CUST00472,HAM01,AR90039,2026-07-03,2026-07-17,0.597,18.2,0.73,EUR,APP_PUSH,"Coca Cola Zero 0,4L Glas Mehrweg sells with Leergut 0,15 EUR at 3.42x lift, and that is one of this customer's regular buys.",OPEN
NBO-000336,CUST00192,WDF01,AR90004,2026-07-03,2026-07-17,0.5944,12.8,0.13,EUR,APP_PUSH,"Buys Leergut 0,25 EUR about every 26 days and is 33 days on from the last one.",OPEN
NBO-000699,CUST00394,MUC01,AR90040,2026-07-03,2026-07-17,0.5922,15,0.86,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000700,CUST00394,MUC01,AR90030,2026-07-03,2026-07-17,0.5922,15,0.81,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000275,CUST00164,STR01,AR90040,2026-07-03,2026-07-17,0.5904,15,0.85,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000276,CUST00164,STR01,AR90030,2026-07-03,2026-07-17,0.5904,15,0.8,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000277,CUST00164,STR01,AR90039,2026-07-03,2026-07-17,0.5904,15,0.75,EUR,APP_PUSH,"Coca Cola Zero 0,4L Glas Mehrweg sells with Leergut 0,15 EUR at 3.42x lift, and that is one of this customer's regular buys.",OPEN
NBO-000673,CUST00381,HAM01,AR90003,2026-07-03,2026-07-17,0.59,9.6,0.08,EUR,APP_PUSH,"Buys Leergut 0,15 EUR about every 24.5 days and is 73 days on from the last one.",OPEN
NBO-000215,CUST00132,STR01,AR00289,2026-07-03,2026-07-17,0.5896,18.2,1.06,EUR,APP_PUSH,"Shot Himbeere Ingwer 60ml sells with HOMEMADE Breakfastcup 285g at 14.68x lift, and that is one of this customer's regular buys.",OPEN
NBO-000624,CUST00355,BLN01,AR90040,2026-07-03,2026-07-17,0.5893,15,0.85,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000625,CUST00355,BLN01,AR90030,2026-07-03,2026-07-17,0.5893,15,0.8,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000626,CUST00355,BLN01,AR90039,2026-07-03,2026-07-17,0.5893,15,0.75,EUR,APP_PUSH,"Coca Cola Zero 0,4L Glas Mehrweg sells with Leergut 0,15 EUR at 3.42x lift, and that is one of this customer's regular buys.",OPEN
NBO-000094,CUST00053,HAM01,AR00009,2026-07-03,2026-07-17,0.5887,8,0.54,EUR,APP_PUSH,Buys Protein Bar Caramell Toffee about every 41 days and is 59 days on from the last one.,OPEN
NBO-000361,CUST00202,HAM01,AR90030,2026-07-03,2026-07-17,0.588,15,0.8,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000597,CUST00340,MUC01,AR90019,2026-07-03,2026-07-17,0.5871,16.6,0.95,EUR,APP_PUSH,"DPG Vitamin Well Hydrate sells with Red Bull 0,25 at 2.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000142,CUST00083,BLN01,AR90019,2026-07-03,2026-07-17,0.5866,19.8,0.92,EUR,APP_PUSH,"DPG Vitamin Well Hydrate sells with Red Bull 0,25 at 2.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000513,CUST00284,STR01,AR90040,2026-07-03,2026-07-17,0.5851,19.8,0.8,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000514,CUST00284,STR01,AR90030,2026-07-03,2026-07-17,0.5851,19.8,0.75,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000515,CUST00284,STR01,AR90039,2026-07-03,2026-07-17,0.5851,19.8,0.7,EUR,APP_PUSH,"Coca Cola Zero 0,4L Glas Mehrweg sells with Leergut 0,15 EUR at 3.42x lift, and that is one of this customer's regular buys.",OPEN
NBO-000668,CUST00379,WDF01,AR90040,2026-07-03,2026-07-17,0.585,15,0.85,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000669,CUST00379,WDF01,AR90039,2026-07-03,2026-07-17,0.585,15,0.75,EUR,APP_PUSH,"Coca Cola Zero 0,4L Glas Mehrweg sells with Leergut 0,15 EUR at 3.42x lift, and that is one of this customer's regular buys.",OPEN
NBO-000172,CUST00106,BLN01,AR90019,2026-07-03,2026-07-17,0.5836,15,0.97,EUR,APP_PUSH,"DPG Vitamin Well Hydrate sells with Red Bull 0,25 at 2.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000075,CUST00045,BLN01,AR90040,2026-07-03,2026-07-17,0.5811,19.8,0.79,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000076,CUST00045,BLN01,AR90030,2026-07-03,2026-07-17,0.5811,19.8,0.75,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000077,CUST00045,BLN01,AR90039,2026-07-03,2026-07-17,0.5811,19.8,0.7,EUR,APP_PUSH,"Coca Cola Zero 0,4L Glas Mehrweg sells with Leergut 0,15 EUR at 3.42x lift, and that is one of this customer's regular buys.",OPEN
NBO-000362,CUST00202,HAM01,AR90035,2026-07-03,2026-07-17,0.5781,15,0.84,EUR,APP_PUSH,"Welde Naturradler sells with Leergut 0,08 EUR at 9.52x lift, and that is one of this customer's regular buys.",OPEN
NBO-000090,CUST00051,STR01,AR90040,2026-07-03,2026-07-17,0.5778,15,0.83,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000091,CUST00051,STR01,AR90030,2026-07-03,2026-07-17,0.5778,15,0.79,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000092,CUST00051,STR01,AR90035,2026-07-03,2026-07-17,0.5778,15,0.83,EUR,APP_PUSH,"Welde Naturradler sells with Leergut 0,08 EUR at 9.52x lift, and that is one of this customer's regular buys.",OPEN
NBO-000417,CUST00234,HAM01,AR00395,2026-07-03,2026-07-17,0.5778,9.6,1.31,EUR,APP_PUSH,Buys Koro Protein Bar Schoko Brownie about every 40.7 days and is 60 days on from the last one.,OPEN
NBO-000752,CUST00422,WDF01,AR90019,2026-07-03,2026-07-17,0.5771,16.6,0.94,EUR,APP_PUSH,"DPG Vitamin Well Hydrate sells with Red Bull 0,25 at 2.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000532,CUST00296,HAM01,AR90040,2026-07-03,2026-07-17,0.5765,15,0.83,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000533,CUST00296,HAM01,AR90030,2026-07-03,2026-07-17,0.5765,15,0.78,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000534,CUST00296,HAM01,AR90035,2026-07-03,2026-07-17,0.5765,15,0.83,EUR,APP_PUSH,"Welde Naturradler sells with Leergut 0,08 EUR at 9.52x lift, and that is one of this customer's regular buys.",OPEN
NBO-000670,CUST00379,WDF01,AR00289,2026-07-03,2026-07-17,0.5742,15,1.07,EUR,APP_PUSH,"Shot Himbeere Ingwer 60ml sells with HOMEMADE Breakfastcup 285g at 14.68x lift, and that is one of this customer's regular buys.",OPEN
NBO-000800,CUST00453,MUC01,AR90004,2026-07-03,2026-07-17,0.5724,11.2,0.13,EUR,APP_PUSH,"Buys Leergut 0,25 EUR about every 17.4 days and is 14 days on from the last one.",OPEN
NBO-000694,CUST00391,HAM01,AR90019,2026-07-03,2026-07-17,0.5723,16.6,0.93,EUR,APP_PUSH,"DPG Vitamin Well Hydrate sells with Red Bull 0,25 at 2.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000468,CUST00258,WDF01,AR90003,2026-07-03,2026-07-17,0.5717,9.6,0.08,EUR,APP_PUSH,"Buys Leergut 0,15 EUR about every 26 days and is 71 days on from the last one.",OPEN
NBO-000695,CUST00391,HAM01,AR90002,2026-07-03,2026-07-17,0.5717,9.6,0.04,EUR,APP_PUSH,"Buys Leergut 0,08 EUR about every 25.5 days and is 58 days on from the last one.",OPEN
NBO-000240,CUST00144,BLN01,AR90019,2026-07-03,2026-07-17,0.5715,16.6,0.93,EUR,APP_PUSH,"DPG Vitamin Well Hydrate sells with Red Bull 0,25 at 2.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000284,CUST00171,MUC01,AR90004,2026-07-03,2026-07-17,0.5715,8,0.13,EUR,APP_PUSH,"Buys Leergut 0,25 EUR about every 25.8 days and is 36 days on from the last one.",OPEN
NBO-000344,CUST00195,STR01,AR90019,2026-07-03,2026-07-17,0.5715,16.6,0.93,EUR,APP_PUSH,"DPG Vitamin Well Hydrate sells with Red Bull 0,25 at 2.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000445,CUST00249,BLN01,AR90040,2026-07-03,2026-07-17,0.5703,16.6,0.81,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000446,CUST00249,BLN01,AR90030,2026-07-03,2026-07-17,0.5703,16.6,0.76,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000447,CUST00249,BLN01,AR90039,2026-07-03,2026-07-17,0.5703,16.6,0.71,EUR,APP_PUSH,"Coca Cola Zero 0,4L Glas Mehrweg sells with Leergut 0,15 EUR at 3.42x lift, and that is one of this customer's regular buys.",OPEN
NBO-000044,CUST00020,HAM01,AR00164,2026-07-03,2026-07-17,0.5694,8,1.99,EUR,APP_PUSH,Buys GO FRESH Wrap Linse Falaf about every 50 days and is 70 days on from the last one.,OPEN
NBO-000050,CUST00025,BLN01,AR90035,2026-07-03,2026-07-17,0.5686,16.6,0.81,EUR,APP_PUSH,"Welde Naturradler sells with Leergut 0,08 EUR at 9.52x lift, and that is one of this customer's regular buys.",OPEN
NBO-000051,CUST00025,BLN01,AR90034,2026-07-03,2026-07-17,0.5686,16.6,0.81,EUR,APP_PUSH,"Welde Slow sells with Leergut 0,08 EUR at 8.29x lift, and that is one of this customer's regular buys.",OPEN
NBO-000052,CUST00025,BLN01,AR90036,2026-07-03,2026-07-17,0.5686,16.6,0.81,EUR,APP_PUSH,"Welde Alkoholfrei sells with Leergut 0,08 EUR at 7.14x lift, and that is one of this customer's regular buys.",OPEN
NBO-000235,CUST00142,WDF02,AR90019,2026-07-03,2026-07-17,0.5686,15,0.94,EUR,APP_PUSH,"DPG Vitamin Well Hydrate sells with Red Bull 0,25 at 2.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000547,CUST00311,MUC01,AR90018,2026-07-03,2026-07-17,0.5682,19.8,0.89,EUR,APP_PUSH,"DPG Vitamin Well Reload sells with Leergut 0,25 EUR at 1.86x lift, and that is one of this customer's regular buys.",OPEN
NBO-000768,CUST00437,WDF01,AR90019,2026-07-03,2026-07-17,0.5681,18.2,0.91,EUR,APP_PUSH,"DPG Vitamin Well Hydrate sells with Red Bull 0,25 at 2.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000833,CUST00475,MUC01,AR90004,2026-07-03,2026-07-17,0.5639,9.6,0.13,EUR,APP_PUSH,"Buys Leergut 0,25 EUR about every 19.7 days and is 46 days on from the last one.",OPEN
NBO-000548,CUST00311,MUC01,AR90054,2026-07-03,2026-07-17,0.5638,19.8,0.77,EUR,APP_PUSH,"Red Bull Sea Blue Edition sells with Leergut 0,25 EUR at 1.84x lift, and that is one of this customer's regular buys.",OPEN
NBO-000047,CUST00023,BLN01,AR90030,2026-07-03,2026-07-17,0.5632,15,0.77,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000080,CUST00046,HAM01,AR90019,2026-07-03,2026-07-17,0.5631,18.2,0.9,EUR,APP_PUSH,"DPG Vitamin Well Hydrate sells with Red Bull 0,25 at 2.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000145,CUST00085,MUC01,AR90004,2026-07-03,2026-07-17,0.5611,9.6,0.13,EUR,APP_PUSH,"Buys Leergut 0,25 EUR about every 43.3 days and is 49 days on from the last one.",OPEN
NBO-000431,CUST00244,STR01,AR90019,2026-07-03,2026-07-17,0.5609,15,0.93,EUR,APP_PUSH,"DPG Vitamin Well Hydrate sells with Red Bull 0,25 at 2.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000114,CUST00067,WDF01,AR90019,2026-07-03,2026-07-17,0.5594,16.6,0.91,EUR,APP_PUSH,"DPG Vitamin Well Hydrate sells with Red Bull 0,25 at 2.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000221,CUST00134,HAM01,AR90030,2026-07-03,2026-07-17,0.5584,16.6,0.75,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000436,CUST00246,HAM01,AR90004,2026-07-03,2026-07-17,0.5553,9.6,0.13,EUR,APP_PUSH,"Buys Leergut 0,25 EUR about every 15.2 days and is 17 days on from the last one.",OPEN
NBO-000053,CUST00028,BLN01,AR90040,2026-07-03,2026-07-17,0.5533,16.6,0.78,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000054,CUST00028,BLN01,AR90030,2026-07-03,2026-07-17,0.5533,16.6,0.74,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000115,CUST00067,WDF01,AR00244,2026-07-03,2026-07-17,0.5533,9.6,1.25,EUR,APP_PUSH,Buys HOMEMADE BUN Veggie Laugenecke Tom Moz about every 27.5 days and is 66 days on from the last one.,OPEN
NBO-000326,CUST00188,BLN01,AR90040,2026-07-03,2026-07-17,0.553,18.2,0.77,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000327,CUST00188,BLN01,AR90030,2026-07-03,2026-07-17,0.553,18.2,0.72,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000337,CUST00192,WDF01,AR90030,2026-07-03,2026-07-17,0.5521,19.8,0.71,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000805,CUST00455,WDF01,AR90004,2026-07-03,2026-07-17,0.5503,8,0.13,EUR,APP_PUSH,"Buys Leergut 0,25 EUR about every 19.1 days and is 25 days on from the last one.",OPEN
NBO-000112,CUST00064,HAM01,AR90004,2026-07-03,2026-07-17,0.55,8,0.13,EUR,APP_PUSH,"Buys Leergut 0,25 EUR about every 24.6 days and is 57 days on from the last one.",OPEN
NBO-000055,CUST00028,BLN01,AR90035,2026-07-03,2026-07-17,0.5472,16.6,0.78,EUR,APP_PUSH,"Welde Naturradler sells with Leergut 0,08 EUR at 9.52x lift, and that is one of this customer's regular buys.",OPEN
NBO-000641,CUST00364,WDF01,AR90039,2026-07-03,2026-07-17,0.5467,9.6,0.74,EUR,APP_PUSH,"Buys Coca Cola Zero 0,4L Glas Mehrweg about every 34 days and is 60 days on from the last one.",OPEN
NBO-000027,CUST00013,WDF01,AR90003,2026-07-03,2026-07-17,0.5423,9.6,0.07,EUR,APP_PUSH,"Buys Leergut 0,15 EUR about every 36.8 days and is 33 days on from the last one.",OPEN
NBO-000522,CUST00289,STR01,AR90019,2026-07-03,2026-07-17,0.5422,15,0.9,EUR,APP_PUSH,"DPG Vitamin Well Hydrate sells with Red Bull 0,25 at 2.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000825,CUST00470,HAM01,AR90019,2026-07-03,2026-07-17,0.5421,16.6,0.88,EUR,APP_PUSH,"DPG Vitamin Well Hydrate sells with Red Bull 0,25 at 2.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000381,CUST00215,HAM01,AR90019,2026-07-03,2026-07-17,0.5413,15,0.9,EUR,APP_PUSH,"DPG Vitamin Well Hydrate sells with Red Bull 0,25 at 2.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000776,CUST00440,WDF01,AR90040,2026-07-03,2026-07-17,0.5411,15,0.78,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000777,CUST00440,WDF01,AR90030,2026-07-03,2026-07-17,0.5411,15,0.74,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000162,CUST00100,WDF01,AR90019,2026-07-03,2026-07-17,0.5401,18.2,0.86,EUR,APP_PUSH,"DPG Vitamin Well Hydrate sells with Red Bull 0,25 at 2.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000096,CUST00054,MUC01,AR90019,2026-07-03,2026-07-17,0.5369,16.6,0.87,EUR,APP_PUSH,"DPG Vitamin Well Hydrate sells with Red Bull 0,25 at 2.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000614,CUST00349,BLN01,AR90019,2026-07-03,2026-07-17,0.536,16.6,0.87,EUR,APP_PUSH,"DPG Vitamin Well Hydrate sells with Red Bull 0,25 at 2.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000778,CUST00440,WDF01,AR90036,2026-07-03,2026-07-17,0.5358,15,0.77,EUR,APP_PUSH,"Welde Alkoholfrei sells with Leergut 0,08 EUR at 7.14x lift, and that is one of this customer's regular buys.",OPEN
NBO-000035,CUST00016,BLN01,AR90040,2026-07-03,2026-07-17,0.535,16.6,0.76,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000036,CUST00016,BLN01,AR90030,2026-07-03,2026-07-17,0.535,16.6,0.71,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000037,CUST00016,BLN01,AR90039,2026-07-03,2026-07-17,0.535,16.6,0.67,EUR,APP_PUSH,"Coca Cola Zero 0,4L Glas Mehrweg sells with Leergut 0,15 EUR at 3.42x lift, and that is one of this customer's regular buys.",OPEN
NBO-000356,CUST00199,STR01,AR90019,2026-07-03,2026-07-17,0.5335,16.6,0.87,EUR,APP_PUSH,"DPG Vitamin Well Hydrate sells with Red Bull 0,25 at 2.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000618,CUST00352,WDF01,AR90013,2026-07-03,2026-07-17,0.5331,11.2,0.8,EUR,APP_PUSH,"Buys Red Bull 0,25 about every 16.7 days and is 16 days on from the last one.",OPEN
NBO-000811,CUST00458,STR01,AR90040,2026-07-03,2026-07-17,0.5329,16.6,0.76,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000812,CUST00458,STR01,AR90030,2026-07-03,2026-07-17,0.5329,16.6,0.71,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000810,CUST00457,WDF01,AR90019,2026-07-03,2026-07-17,0.5323,15,0.88,EUR,APP_PUSH,"DPG Vitamin Well Hydrate sells with Red Bull 0,25 at 2.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000801,CUST00453,MUC01,AR90054,2026-07-03,2026-07-17,0.5322,18.2,0.74,EUR,APP_PUSH,"Red Bull Sea Blue Edition sells with Leergut 0,25 EUR at 1.84x lift, and that is one of this customer's regular buys.",OPEN
NBO-000523,CUST00291,BLN01,AR90035,2026-07-03,2026-07-17,0.5319,18.2,0.74,EUR,APP_PUSH,"Welde Naturradler sells with Leergut 0,08 EUR at 9.52x lift, and that is one of this customer's regular buys.",OPEN
NBO-000524,CUST00291,BLN01,AR90034,2026-07-03,2026-07-17,0.5319,18.2,0.74,EUR,APP_PUSH,"Welde Slow sells with Leergut 0,08 EUR at 8.29x lift, and that is one of this customer's regular buys.",OPEN
NBO-000525,CUST00291,BLN01,AR90040,2026-07-03,2026-07-17,0.5319,18.2,0.74,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000288,CUST00174,STR01,AR90040,2026-07-03,2026-07-17,0.5286,15,0.76,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000293,CUST00175,MUC01,AR90019,2026-07-03,2026-07-17,0.5282,15,0.88,EUR,APP_PUSH,"DPG Vitamin Well Hydrate sells with Red Bull 0,25 at 2.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000519,CUST00287,STR01,AR90040,2026-07-03,2026-07-17,0.5278,15,0.76,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000520,CUST00287,STR01,AR90030,2026-07-03,2026-07-17,0.5278,15,0.72,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000834,CUST00475,MUC01,AR90040,2026-07-03,2026-07-17,0.5254,16.6,0.74,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000835,CUST00475,MUC01,AR90030,2026-07-03,2026-07-17,0.5254,16.6,0.7,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000454,CUST00253,STR01,AR90040,2026-07-03,2026-07-17,0.5252,18.2,0.73,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000455,CUST00253,STR01,AR90030,2026-07-03,2026-07-17,0.5252,18.2,0.69,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000007,CUST00003,WDF02,AR90018,2026-07-03,2026-07-17,0.5215,18.2,0.83,EUR,APP_PUSH,"DPG Vitamin Well Reload sells with Leergut 0,25 EUR at 1.86x lift, and that is one of this customer's regular buys.",OPEN
NBO-000788,CUST00446,HAM01,AR90040,2026-07-03,2026-07-17,0.5211,18.2,0.72,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000789,CUST00446,HAM01,AR90030,2026-07-03,2026-07-17,0.5211,18.2,0.68,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000263,CUST00154,STR01,AR90019,2026-07-03,2026-07-17,0.52,16.6,0.85,EUR,APP_PUSH,"DPG Vitamin Well Hydrate sells with Red Bull 0,25 at 2.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000146,CUST00088,BLN01,AR90040,2026-07-03,2026-07-17,0.5196,15,0.75,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000147,CUST00088,BLN01,AR90030,2026-07-03,2026-07-17,0.5196,15,0.71,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000802,CUST00453,MUC01,AR90013,2026-07-03,2026-07-17,0.5196,18.2,0.72,EUR,APP_PUSH,"Red Bull 0,25 sells with Leergut 0,25 EUR at 1.79x lift, and that is one of this customer's regular buys.",OPEN
NBO-000289,CUST00174,STR01,AR00289,2026-07-03,2026-07-17,0.5185,15,0.97,EUR,APP_PUSH,"Shot Himbeere Ingwer 60ml sells with HOMEMADE Breakfastcup 285g at 14.68x lift, and that is one of this customer's regular buys.",OPEN
NBO-000032,CUST00015,BLN01,AR90040,2026-07-03,2026-07-17,0.5181,18.2,0.72,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000033,CUST00015,BLN01,AR90030,2026-07-03,2026-07-17,0.5181,18.2,0.68,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000813,CUST00458,STR01,AR90004,2026-07-03,2026-07-17,0.518,9.6,0.12,EUR,APP_PUSH,"Buys Leergut 0,25 EUR about every 25.5 days and is 63 days on from the last one.",OPEN
NBO-000023,CUST00012,BLN01,AR90018,2026-07-03,2026-07-17,0.5179,19.8,0.81,EUR,APP_PUSH,"DPG Vitamin Well Reload sells with Leergut 0,25 EUR at 1.86x lift, and that is one of this customer's regular buys.",OPEN
NBO-000089,CUST00050,HAM01,AR90019,2026-07-03,2026-07-17,0.5178,16.6,0.84,EUR,APP_PUSH,"DPG Vitamin Well Hydrate sells with Red Bull 0,25 at 2.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000008,CUST00003,WDF02,AR90054,2026-07-03,2026-07-17,0.5171,18.2,0.72,EUR,APP_PUSH,"Red Bull Sea Blue Edition sells with Leergut 0,25 EUR at 1.84x lift, and that is one of this customer's regular buys.",OPEN
NBO-000095,CUST00053,HAM01,AR90040,2026-07-03,2026-07-17,0.515,15,0.74,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000375,CUST00209,WDF02,AR90013,2026-07-03,2026-07-17,0.5147,19.8,0.7,EUR,APP_PUSH,"Red Bull 0,25 sells with Leergut 0,25 EUR at 1.79x lift, and that is one of this customer's regular buys.",OPEN
NBO-000024,CUST00012,BLN01,AR90054,2026-07-03,2026-07-17,0.5142,19.8,0.7,EUR,APP_PUSH,"Red Bull Sea Blue Edition sells with Leergut 0,25 EUR at 1.84x lift, and that is one of this customer's regular buys.",OPEN
NBO-000759,CUST00427,WDF01,AR90018,2026-07-03,2026-07-17,0.5139,18.2,0.82,EUR,APP_PUSH,"DPG Vitamin Well Reload sells with Leergut 0,25 EUR at 1.86x lift, and that is one of this customer's regular buys.",OPEN
